crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772828072.5760844,2,15,0,15,0,5.7553,0.0000,62.50,0.0000
1,1772828192.575593,2,11,11,0,0,5.4463,0.0000,18.97,0.0000
2,1772828312.5754213,2,3,3,0,0,6.0933,0.0000,6.52,0.0000
