crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772828053.1634681,2,11,0,0,11,7.4445,0.0000,28.95,0.0000
1,1772828173.1638975,2,15,0,0,15,4.1647,0.0000,31.25,0.0000
2,1772828293.1659715,2,28,0,0,28,3.9839,0.0000,73.68,0.0000
