crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772828057.8814554,2,19,0,19,0,5.3173,0.0000,59.38,0.0000
1,1772828177.8803997,2,11,0,11,0,5.6493,0.0000,23.91,0.0000
2,1772828297.878646,2,3,0,3,0,6.7392,0.0000,6.25,0.0000
