crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772828061.5671608,2,12,0,12,0,4.9556,0.0000,31.58,0.0000
1,1772828181.568736,2,17,0,17,0,5.3043,0.0000,34.00,0.0000
2,1772828301.5673082,2,19,0,19,0,4.7305,0.0000,73.08,0.0000
