No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772827679.7243364,0,1,0.0052,0.0655,0.0247,0.0249,0.54,6.5518,2.4947,0.0,0.0,0.0,1.97,0.72,1.25,None,0.00045990943908691406,8.298,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,2.5,13.0,16.5,0.0769,0.2053,0.04,0.094,2102.512893983289,2092.512893983289,10.0,0.8477741610395839,1,1,0
0,1772827679.7252436,0.0,1,0.0052,0.0655,0.0247,0.0249,0.54,6.5518,2.4947,0.0,0.0,0.0,6.1,4.42,1.68,None,0.00045990943908691406,11.198,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,2.5,13.0,16.5,0.0769,0.2053,0.04,0.094,2102.512893983289,2092.512893983289,10.0,0.8477741610395839,1,1,0
0,1772827679.7525735,0.0,2,0.0195,0.0974,0.0475,0.0499,2.0519,9.7445,4.9894,0.0,0.0,0.0,1.95,0.7,1.25,None,0.030205249786376953,7.778,True,None,sfc_cache_p2_1,0,None,0.0,4.33,0.0,3,4,2,1,0,False,100.0,4.75,9.6675,16.5,0.1082,0.3076,0.0769,0.0942,2148.005885303478,2128.005885303478,20.0,0.808123072951314,2,2,0
0,1772827679.7532766,0.0,2,0.0195,0.0974,0.0475,0.0499,2.0519,9.7445,4.9894,0.0,0.0,0.0,6.17,4.49,1.68,None,0.030205249786376953,10.258,True,None,sfc_unique_p2_1,0,None,0.0,4.33,0.0,3,4,2,1,0,False,100.0,4.75,9.6675,16.5,0.1082,0.3076,0.0769,0.0942,2148.005885303478,2128.005885303478,20.0,0.808123072951314,2,2,0
0,1772827679.7805347,0.1,3,0.028,0.1529,0.0711,0.0748,3.0239,15.2883,7.4841,0.0,0.0,0.0,2.59,1.34,1.25,None,0.05820178985595703,7.564,True,None,sfc_cache_p3_1,0,None,0.0,4.33,0.0,5,6,3,1,0,False,100.0,4.666666666666667,10.111666666666666,16.5,0.1312,0.3883,0.1,0.0944,2193.0236844057836,2163.0236844057836,30.0,0.8311166628479262,2,4,0
0,1772827679.781316,0.1,3,0.028,0.1529,0.0711,0.0748,3.0239,15.2883,7.4841,0.0,0.0,0.0,2.89,1.21,1.68,None,0.05820178985595703,9.881,True,None,sfc_unique_p3_1,0,None,0.0,4.33,0.0,5,6,3,1,0,False,100.0,4.666666666666667,10.111666666666666,16.5,0.1312,0.3883,0.1,0.0944,2193.0236844057836,2163.0236844057836,30.0,0.8311166628479262,2,4,0
0,1772827679.8086867,0.1,4,0.0324,0.1974,0.0948,0.0748,3.5639,19.741,7.4841,0.0,0.0,0.0,2.59,1.34,1.25,None,0.08624982833862305,7.415,True,None,sfc_cache_p4_1,0,None,4.0,8.66,33.0,9,8,4,1,0,False,100.0,4.125,9.7925,12.375,0.1314,0.4227,0.0965,0.0944,2241.860164826771,2201.860164826771,40.0,0.8410869642181507,2,6,0
0,1772827679.8094988,0.1,4,0.0324,0.1974,0.0948,0.0748,3.5639,19.741,7.4841,0.0,0.0,0.0,2.89,1.21,1.68,None,0.08624982833862305,9.83,True,None,sfc_unique_p4_1,0,None,4.0,8.66,33.0,9,8,4,1,0,False,100.0,4.125,9.7925,12.375,0.1314,0.4227,0.0965,0.0944,2241.860164826771,2201.860164826771,40.0,0.8410869642181507,2,6,0
0,1772827679.8371,0.1,5,0.0362,0.2419,0.1185,0.0748,4.1038,24.1936,7.4841,0.0,0.0,0.0,2.59,1.34,1.25,None,0.11444759368896484,7.408,True,None,sfc_cache_p5_1,0,None,8.0,12.99,66.0,13,10,5,1,0,False,100.0,3.8,9.601,9.9,0.1283,0.4337,0.0931,0.0944,2297.8364068945625,2247.8364068945625,50.0,0.8457726566331752,2,8,0
0,1772827679.8379009,0.1,5,0.0362,0.2419,0.1185,0.0748,4.1038,24.1936,7.4841,0.0,0.0,0.0,2.89,1.21,1.68,None,0.11444759368896484,9.866,True,None,sfc_unique_p5_1,0,None,8.0,12.99,66.0,13,10,5,1,0,False,100.0,3.8,9.601,9.9,0.1283,0.4337,0.0931,0.0944,2297.8364068945625,2247.8364068945625,50.0,0.8457726566331752,2,8,0
