No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772827673.9380352,0,1,0.0095,0.0554,0.0146,0.0249,0.972,5.5438,2.4947,0.0,0.0,0.0,4.31,3.22,1.09,None,0.0004668235778808594,20.074,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,4.5,11.0,16.5,0.1269,0.1613,0.04,0.0517,2098.456770994732,2088.456770994732,10.0,0.6941561001077468,2,0,0
0,1772827673.940783,0.0,1,0.0095,0.0554,0.0146,0.0249,0.972,5.5438,2.4947,0.0,0.0,0.0,10.24,8.71,1.52,None,0.0004668235778808594,23.021,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,4.5,11.0,16.5,0.1269,0.1613,0.04,0.0517,2098.456770994732,2088.456770994732,10.0,0.6941561001077468,2,0,0
0,1772827674.0399761,0.1,2,0.0237,0.0882,0.0279,0.0249,2.4839,8.8197,2.4947,0.0,0.0,0.0,4.29,3.2,1.09,None,0.06031346321105957,29.766,True,None,sfc_cache_p2_1,0,None,4.0,0.0,33.0,3,4,2,1,0,False,100.0,5.75,8.75,8.25,0.1683,0.2284,0.0385,0.0517,2152.471955376511,2132.471955376511,20.0,0.6672824949409728,4,0,0
0,1772827674.0409057,0.1,2,0.0237,0.0882,0.0279,0.0249,2.4839,8.8197,2.4947,0.0,0.0,0.0,10.2,8.68,1.52,None,0.06031346321105957,38.193,True,None,sfc_unique_p2_1,0,None,4.0,0.0,33.0,3,4,2,1,0,False,100.0,5.75,8.75,8.25,0.1683,0.2284,0.0385,0.0517,2152.471955376511,2132.471955376511,20.0,0.6672824949409728,4,0,0
0,1772827674.0690405,0.1,3,0.037,0.11,0.0411,0.0249,3.9959,11.0044,2.4947,0.0,0.0,0.0,4.29,3.2,1.09,None,0.16035795211791992,7.771,True,None,sfc_cache_p3_1,0,None,8.0,4.33,66.0,7,6,3,1,0,False,100.0,6.166666666666667,7.278333333333333,5.5,0.1465,0.2438,0.037,0.0517,2189.4871397582897,2159.4871397582897,30.0,0.6244963088982513,6,0,0
0,1772827674.0698333,0.1,3,0.037,0.11,0.0411,0.0249,3.9959,11.0044,2.4947,0.0,0.0,0.0,10.2,8.68,1.52,None,0.16035795211791992,10.477,True,None,sfc_unique_p3_1,0,None,8.0,4.33,66.0,7,6,3,1,0,False,100.0,6.166666666666667,7.278333333333333,5.5,0.1465,0.2438,0.037,0.0517,2189.4871397582897,2159.4871397582897,30.0,0.6244963088982513,6,0,0
0,1772827674.0966263,0.2,4,0.0582,0.11,0.0516,0.0249,6.4441,11.0044,2.4947,0.0,0.0,0.0,4.29,3.2,1.09,None,0.18916869163513184,7.639,True,None,sfc_cache_p4_1,0,None,12.0,8.66,99.0,11,8,4,1,0,False,100.0,7.45875,5.45875,4.125,0.15,0.2438,0.0357,0.0517,2216.6908971180665,2176.6908971180665,40.0,0.5795322480889343,8,0,0
0,1772827674.097385,0.2,4,0.0582,0.11,0.0516,0.0249,6.4441,11.0044,2.4947,0.0,0.0,0.0,11.57,10.05,1.52,None,0.18916869163513184,9.791,True,None,sfc_unique_p4_1,0,None,12.0,8.66,99.0,11,8,4,1,0,False,100.0,7.45875,5.45875,4.125,0.15,0.2438,0.0357,0.0517,2216.6908971180665,2176.6908971180665,40.0,0.5795322480889343,8,0,0
0,1772827674.123748,0.2,5,0.0756,0.1184,0.0659,0.0249,8.5328,11.8436,2.4947,0.0,0.0,0.0,4.29,3.2,1.09,None,0.2167346477508545,7.514,True,None,sfc_cache_p5_1,0,None,16.0,12.99,132.0,15,10,5,1,0,False,100.0,7.901000000000001,4.7,3.3,0.1524,0.2447,0.0345,0.0516,2237.7406337155253,2187.7406337155253,50.0,0.5548345791642125,10,0,0
0,1772827674.1245372,0.2,5,0.0756,0.1184,0.0659,0.0249,8.5328,11.8436,2.4947,0.0,0.0,0.0,6.5,4.77,1.74,None,0.2167346477508545,9.322,True,None,sfc_unique_p5_1,0,None,16.0,12.99,132.0,15,10,5,1,0,False,100.0,7.901000000000001,4.7,3.3,0.1524,0.2447,0.0345,0.0516,2237.7406337155253,2187.7406337155253,50.0,0.5548345791642125,10,0,0
