No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772830689.9999073,0,1,0.0,0.0781,0.006,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,1.93,0.26,1.68,None,0.00029778480529785156,13.539,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,0.0,15.5,16.5,1.0,0.0966,0.04,0.0557,2100.4171180931744,2090.4171180931744,10.0,0.9577131293607801,0,0,2
0,1772830690.0007613,0.0,1,0.0,0.0781,0.006,0.0249,0.0,7.8117,2.4947,0.0,0.0,0.0,1.77,0.48,1.29,None,0.00029778480529785156,13.854,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,0.0,15.5,16.5,1.0,0.0966,0.04,0.0557,2100.4171180931744,2090.4171180931744,10.0,0.9577131293607801,0,0,2
0,1772830690.0300233,0.0,2,0.0,0.1562,0.0216,0.0499,0.0,15.6234,4.9894,0.0,0.0,0.0,2.44,0.27,2.17,None,0.031414031982421875,12.057,True,None,sfc_cache_p2_1,0,None,0.0,0.0,0.0,0,4,2,1,0,False,100.0,0.0,15.5,16.5,1.0,0.2658,0.0769,0.0794,2172.790288247086,2152.790288247086,20.0,0.9225853806478256,0,2,2
0,1772830690.0307164,0.0,2,0.0,0.1562,0.0216,0.0499,0.0,15.6234,4.9894,0.0,0.0,0.0,2.14,0.62,1.52,None,0.031414031982421875,13.245,True,None,sfc_unique_p2_1,0,None,0.0,0.0,0.0,0,4,2,1,0,False,100.0,0.0,15.5,16.5,1.0,0.2658,0.0769,0.0794,2172.790288247086,2152.790288247086,20.0,0.9225853806478256,0,2,2
0,1772830690.0602868,0.1,3,0.0,0.2234,0.0396,0.0748,0.0,22.344,7.4841,0.0,0.0,0.0,2.57,0.34,2.23,None,0.06131792068481445,11.852,True,None,sfc_cache_p3_1,0,None,0.0,4.33,0.0,1,6,3,1,0,False,100.0,0.0,14.778333333333334,16.5,1.0,0.3382,0.1111,0.0979,2218.751354279523,2188.751354279523,30.0,0.9013427863887836,1,3,2
0,1772830690.0609946,0.1,3,0.0,0.2234,0.0396,0.0748,0.0,22.344,7.4841,0.0,0.0,0.0,2.3,0.64,1.66,None,0.06131792068481445,13.425,True,None,sfc_unique_p3_1,0,None,0.0,4.33,0.0,1,6,3,1,0,False,100.0,0.0,14.778333333333334,16.5,1.0,0.3382,0.1111,0.0979,2218.751354279523,2188.751354279523,30.0,0.9013427863887836,1,3,2
0,1772830690.090045,0.1,4,0.0039,0.2915,0.0483,0.0998,0.432,29.1478,9.9788,0.0,0.0,0.0,2.84,1.52,1.32,None,0.0916130542755127,11.282,True,None,sfc_cache_p4_1,0,None,0.0,4.33,0.0,2,8,4,1,0,False,100.0,0.5,14.45875,16.5,0.0625,0.4348,0.1416,0.0948,2287.1970685652373,2247.1970685652373,40.0,0.90538162181026,1,4,3
0,1772830690.0907772,0.1,4,0.0039,0.2915,0.0483,0.0998,0.432,29.1478,9.9788,0.0,0.0,0.0,1.97,0.31,1.66,None,0.0916130542755127,12.708,True,None,sfc_unique_p4_1,0,None,0.0,4.33,0.0,2,8,4,1,0,False,100.0,0.5,14.45875,16.5,0.0625,0.4348,0.1416,0.0948,2287.1970685652373,2247.1970685652373,40.0,0.90538162181026,1,4,3
0,1772830690.1211166,0.1,5,0.0038,0.3486,0.0654,0.0998,0.432,34.8604,9.9788,0.0,0.0,0.0,2.84,1.52,1.32,None,0.12137651443481445,11.485,True,None,sfc_cache_p5_1,0,None,4.0,8.66,33.0,5,10,5,1,0,False,100.0,0.4,13.834,13.2,0.0588,0.5937,0.1367,0.1015,2335.5267865695755,2285.5267865695755,50.0,0.8931203736883347,3,4,3
0,1772830690.1219995,0.1,5,0.0038,0.3486,0.0654,0.0998,0.432,34.8604,9.9788,0.0,0.0,0.0,2.94,0.72,2.21,None,0.12137651443481445,12.508,True,None,sfc_unique_p5_1,0,None,4.0,8.66,33.0,5,10,5,1,0,False,100.0,0.4,13.834,13.2,0.0588,0.5937,0.1367,0.1015,2335.5267865695755,2285.5267865695755,50.0,0.8931203736883347,3,4,3
