timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772830637.5358782;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;177.00;0.00;0.00;0.00;0.00
1772830637.536748;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;177.00;0.00;0.00;0.00;0.00
1772830637.5692658;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64.67;224.67;160.00;80.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;80.00;64.67;160.00;0.00;289.33;0.00;0.00;0.00;0.00
1772830637.5698283;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64.67;224.67;160.00;80.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;80.00;64.67;160.00;0.00;289.33;0.00;0.00;0.00;0.00
1772830637.5948582;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.34;401.67;240.00;160.00;80.00;0.00;0.00;0.00;0.00;80.00;0.00;80.00;80.00;289.34;432.33;0.00;289.33;0.00;0.00;0.00;0.00
1772830637.5954359;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;289.34;401.67;240.00;160.00;80.00;0.00;0.00;0.00;0.00;80.00;0.00;80.00;80.00;289.34;432.33;0.00;289.33;0.00;0.00;0.00;0.00
1772830637.6212273;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;160.00;354.01;578.67;320.00;240.00;160.00;80.00;0.00;0.00;0.00;80.00;80.00;80.00;80.00;514.01;544.66;160.00;289.33;0.00;0.00;0.00;0.00
1772830637.6218479;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;160.00;354.01;578.67;320.00;240.00;160.00;80.00;0.00;0.00;0.00;80.00;80.00;80.00;80.00;514.01;544.66;160.00;289.33;0.00;0.00;0.00;0.00
1772830637.6481006;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;320.00;514.01;691.00;464.67;240.00;160.00;80.00;0.00;0.00;0.00;294.67;80.00;80.00;80.00;514.01;656.99;160.00;289.33;160.00;0.00;0.00;0.00
1772830637.648675;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;320.00;514.01;691.00;464.67;240.00;160.00;80.00;0.00;0.00;0.00;294.67;80.00;80.00;80.00;514.01;656.99;160.00;289.33;160.00;0.00;0.00;0.00
1772830637.674283;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;80.00;0.00;0.00;0.00;509.34;80.00;80.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830637.6749003;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;80.00;0.00;0.00;0.00;509.34;80.00;80.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.517645;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;160.00;0.00;0.00;0.00;509.34;230.00;257.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.518524;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;160.00;0.00;0.00;0.00;509.34;230.00;257.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.5495658;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;240.00;0.00;0.00;0.00;509.34;380.00;434.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.550377;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;240.00;0.00;0.00;0.00;509.34;380.00;434.00;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.5806408;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;384.67;0.00;0.00;0.00;509.34;754.67;546.33;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
1772830654.5815864;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;480.00;674.01;803.33;609.34;240.00;160.00;384.67;0.00;0.00;0.00;509.34;754.67;546.33;80.00;514.01;769.32;160.00;289.33;320.00;0.00;0.00;0.00
