timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772830776.7764866;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;177.00;0.00;0.00;0.00;0.00;0.00;0.00
1772830776.777339;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;0.00;0.00;177.00;0.00;0.00;0.00;0.00;0.00;0.00
1772830776.8073633;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;160.00;80.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;80.00;0.00;289.33;0.00;224.67;0.00;0.00;0.00;0.00
1772830776.8080323;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;224.67;160.00;80.00;0.00;0.00;0.00;0.00;0.00;80.00;0.00;0.00;80.00;0.00;289.33;0.00;224.67;0.00;0.00;0.00;0.00
1772830776.837193;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;321.67;304.67;160.00;80.00;0.00;0.00;0.00;0.00;304.67;0.00;80.00;80.00;0.00;289.33;0.00;337.00;0.00;0.00;0.00;0.00
1772830776.8378546;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;321.67;304.67;160.00;80.00;0.00;0.00;0.00;0.00;304.67;0.00;80.00;80.00;0.00;289.33;0.00;337.00;0.00;0.00;0.00;0.00
1772830776.8673642;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;418.67;449.34;160.00;80.00;0.00;0.00;0.00;0.00;679.34;0.00;80.00;80.00;0.00;289.33;0.00;449.33;0.00;0.00;0.00;0.00
1772830776.8680477;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;418.67;449.34;160.00;80.00;0.00;0.00;0.00;0.00;679.34;0.00;80.00;80.00;0.00;289.33;0.00;449.33;0.00;0.00;0.00;0.00
1772830776.8977368;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;80.00;400.00;0.00;289.33;0.00;449.33;0.00;0.00;0.00;0.00
1772830776.898454;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;80.00;400.00;0.00;289.33;0.00;449.33;0.00;0.00;0.00;0.00
1772830776.9281926;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;80.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830776.9289901;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;80.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830795.7956445;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;407.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830795.7962043;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;407.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830795.8153481;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;734.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830795.8157902;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;80.00;0.00;0.00;0.00;1016.34;80.00;734.00;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
1772830795.8341596;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.00;80.00;97.00;515.67;546.34;400.00;160.00;224.67;0.00;0.00;0.00;1016.34;454.67;846.33;400.00;177.00;289.33;150.00;449.33;0.00;0.00;0.00;0.00
