No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772829676.022129,0,1,0.0326,0.0,0.0025,0.0249,2.6999,0.0,2.4947,24.0,0.0,0.0,8.25,7.15,1.1,None,0.0002856254577636719,2.624,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,15.5,0.0,16.5,0.1481,1.0,0.04,0.0245,2076.4285714285716,2066.4285714285716,10.0,0.9503999999999999,0,0,2
0,1772829676.0226617,0.0,1,0.0326,0.0,0.0025,0.0249,2.6999,0.0,2.4947,24.0,0.0,0.0,10.16,9.26,0.9,None,0.0002856254577636719,3.671,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,15.5,0.0,16.5,0.1481,1.0,0.04,0.0245,2076.4285714285716,2066.4285714285716,10.0,0.9503999999999999,0,0,2
0,1772829676.0293589,0.0,2,0.0591,0.0,0.0067,0.0249,3.6719,0.0,2.4947,42.6667,0.0,0.0,7.72,6.61,1.1,None,0.009407520294189453,2.198,True,None,sfc_cache_p2_1,0,None,4.0,0.0,33.0,4,4,2,1,0,False,100.0,14.5,0.0,8.25,0.1936,1.0,0.0385,0.0245,2102.142857142857,2074.142857142857,28.0,0.938508,0,0,4
0,1772829676.0297515,0.0,2,0.0591,0.0,0.0067,0.0249,3.6719,0.0,2.4947,42.6667,0.0,0.0,10.92,8.75,2.17,None,0.009407520294189453,2.305,True,None,sfc_unique_p2_1,0,None,4.0,0.0,33.0,4,4,2,1,0,False,100.0,14.5,0.0,8.25,0.1936,1.0,0.0385,0.0245,2102.142857142857,2074.142857142857,28.0,0.938508,0,0,4
0,1772829676.0358865,0.0,3,0.0839,0.0,0.0109,0.0249,4.6438,0.0,2.4947,48.0,0.0,0.0,7.72,6.61,1.1,None,0.016431570053100586,2.142,True,None,sfc_cache_p3_1,0,None,8.0,0.0,66.0,7,6,3,1,0,False,100.0,14.166666666666666,0.0,5.5,0.2443,1.0,0.037,0.0245,2127.857142857143,2081.857142857143,46.0,0.9298399999999999,0,5,1
0,1772829676.0362523,0.0,3,0.0839,0.0,0.0109,0.0249,4.6438,0.0,2.4947,48.0,0.0,0.0,10.92,8.75,2.17,None,0.016431570053100586,2.147,True,None,sfc_unique_p3_1,0,None,8.0,0.0,66.0,7,6,3,1,0,False,100.0,14.166666666666666,0.0,5.5,0.2443,1.0,0.037,0.0245,2127.857142857143,2081.857142857143,46.0,0.9298399999999999,0,5,1
0,1772829676.0424936,0.0,4,0.1072,0.0,0.0178,0.0249,5.6158,0.0,2.4947,50.5263,0.0,0.0,7.72,6.61,1.1,None,0.022867202758789062,2.126,True,None,sfc_cache_p4_1,0,None,12.0,0.0,99.0,9,8,4,1,0,False,100.0,14.0,0.0,4.125,0.3175,1.0,0.0357,0.0297,2155.5,2091.5,64.0,0.9298399999999999,0,5,1
0,1772829676.042878,0.0,4,0.1072,0.0,0.0178,0.0249,5.6158,0.0,2.4947,50.5263,0.0,0.0,10.48,7.7,2.78,None,0.022867202758789062,2.283,True,None,sfc_unique_p4_1,0,None,12.0,0.0,99.0,9,8,4,1,0,False,100.0,14.0,0.0,4.125,0.3175,1.0,0.0357,0.0297,2155.5,2091.5,64.0,0.9298399999999999,0,5,1
0,1772829676.0493,0.0,5,0.1292,0.0,0.0192,0.0249,5.6158,0.0,2.4947,58.0,0.0,0.0,7.72,6.61,1.1,None,0.029482603073120117,2.154,True,None,sfc_cache_p5_1,0,None,16.0,0.0,132.0,11,10,5,1,0,False,100.0,13.9,0.0,3.3,0.3427,1.0,0.0345,0.0292,2185.5,2091.5,94.0,0.9298399999999999,0,5,1
0,1772829676.0496767,0.0,5,0.1292,0.0,0.0192,0.0249,5.6158,0.0,2.4947,58.0,0.0,0.0,8.27,8.27,0,None,0.029482603073120117,2.218,True,None,sfc_unique_p5_1,0,None,16.0,0.0,132.0,11,10,5,1,0,False,100.0,13.9,0.0,3.3,0.3427,1.0,0.0345,0.0292,2185.5,2091.5,94.0,0.9298399999999999,0,5,1
