No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1773076261.7880726,0,1,0.0324,0.0,0.0063,0.0249,1.4039,0.0,2.4947,57.6,0.0,0.0,4.91,3.69,1.22,None,0.0011620521545410156,9.429,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,15.5,0.0,16.5,0.103,1.0,0.04,0.0356,2065.5452716297787,2047.5452716297787,18.0,0.9776397183098592,0,0,2
0,1773076261.7945616,0.0,1,0.0324,0.0,0.0063,0.0249,1.4039,0.0,2.4947,57.6,0.0,0.0,8.11,5.82,2.29,None,0.0011620521545410156,6.886,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,1,2,1,1,0,False,100.0,15.5,0.0,16.5,0.103,1.0,0.04,0.0356,2065.5452716297787,2047.5452716297787,18.0,0.9776397183098592,0,0,2
0,1773076261.8218532,0.0,2,0.0587,0.0,0.0125,0.0249,2.3759,0.0,2.4947,57.6,0.0,0.0,4.91,3.69,1.22,None,0.03333306312561035,8.406,True,None,sfc_cache_p2_1,0,None,4.0,0.0,33.0,4,4,2,1,0,False,100.0,14.5,0.0,8.25,0.1803,1.0,0.0385,0.0356,2088.7689212196256,2052.7689212196256,36.0,0.9766841386782232,0,0,4
0,1773076261.8271058,0.0,2,0.0587,0.0,0.0125,0.0249,2.3759,0.0,2.4947,57.6,0.0,0.0,8.11,5.82,2.29,None,0.03333306312561035,8.284,True,None,sfc_unique_p2_1,0,None,4.0,0.0,33.0,4,4,2,1,0,False,100.0,14.5,0.0,8.25,0.1803,1.0,0.0385,0.0356,2088.7689212196256,2052.7689212196256,36.0,0.9766841386782232,0,0,4
0,1773076261.8552725,0.1,3,0.0839,0.0,0.0188,0.0249,4.2842,0.0,2.4947,51.8057,0.0,0.0,5.44,4.22,1.22,None,0.06701803207397461,7.397,True,None,sfc_cache_p3_1,0,None,8.0,0.0,66.0,7,6,3,1,0,False,100.0,14.166666666666666,0.0,5.5,0.2495,1.0,0.037,0.0356,2113.4246865810246,2063.0246865810245,50.4,0.9748080173347778,0,0,6
0,1773076261.8619506,0.1,3,0.0839,0.0,0.0188,0.0249,4.2842,0.0,2.4947,51.8057,0.0,0.0,7.34,5.05,2.29,None,0.06701803207397461,6.691,True,None,sfc_unique_p3_1,0,None,8.0,0.0,66.0,7,6,3,1,0,False,100.0,14.166666666666666,0.0,5.5,0.2495,1.0,0.037,0.0356,2113.4246865810246,2063.0246865810245,50.4,0.9748080173347778,0,0,6
0,1773076261.8918214,0.1,4,0.1085,0.0,0.0226,0.0249,6.5521,0.0,2.4947,48.3106,0.0,0.0,6.33,5.11,1.22,None,0.10288143157958984,6.976,True,None,sfc_cache_p4_1,0,None,12.0,0.0,99.0,10,8,4,1,0,False,100.0,14.0,0.0,4.125,0.2975,1.0,0.0357,0.0356,2148.183764123201,2083.3837641232008,64.8,0.9754138368673579,0,0,7
0,1773076261.89774,0.1,4,0.1085,0.0,0.0226,0.0249,6.5521,0.0,2.4947,48.3106,0.0,0.0,4.22,3.21,1.02,None,0.10288143157958984,9.149,True,None,sfc_unique_p4_1,0,None,12.0,0.0,99.0,10,8,4,1,0,False,100.0,14.0,0.0,4.125,0.2975,1.0,0.0357,0.0356,2148.183764123201,2083.3837641232008,64.8,0.9754138368673579,0,0,7
0,1773076261.9335098,0.1,5,0.1315,0.0,0.0288,0.0249,7.5241,0.0,2.4947,52.8229,0.0,0.0,5.44,4.22,1.22,None,0.1377425193786621,9.155,True,None,sfc_cache_p5_1,0,None,16.0,0.0,132.0,13,10,5,1,0,False,100.0,13.9,0.0,3.3,0.3307,1.0,0.0345,0.0356,2175.586333384925,2092.786333384925,82.8,0.9744554712892741,0,0,7
0,1773076261.9389303,0.2,5,0.1315,0.0,0.0288,0.0249,7.5241,0.0,2.4947,52.8229,0.0,0.0,9.18,6.89,2.29,None,0.1377425193786621,9.312,True,None,sfc_unique_p5_1,0,None,16.0,0.0,132.0,13,10,5,1,0,False,100.0,13.9,0.0,3.3,0.3307,1.0,0.0345,0.0356,2175.586333384925,2092.786333384925,82.8,0.9744554712892741,0,0,7
0,1773076261.966219,0.2,6,0.1534,0.0,0.0365,0.0249,8.496,0.0,2.4947,55.8912,0.0,0.0,5.44,4.22,1.22,None,0.17870426177978516,6.721,True,None,sfc_cache_p6_1,0,None,20.0,0.0,165.0,15,12,6,1,0,False,100.0,13.833333333333334,0.0,2.75,0.3765,1.0,0.0333,0.0374,2198.8099829747716,2098.0099829747714,100.8,0.9744554712892741,0,0,7
0,1773076261.971456,0.2,6,0.1534,0.0,0.0365,0.0249,8.496,0.0,2.4947,55.8912,0.0,0.0,10.22,7.83,2.39,None,0.17870426177978516,7.598,True,None,sfc_unique_p6_1,0,None,20.0,0.0,165.0,15,12,6,1,0,False,100.0,13.833333333333334,0.0,2.75,0.3765,1.0,0.0333,0.0374,2198.8099829747716,2098.0099829747714,100.8,0.9744554712892741,0,0,7
0,1773076279.8691225,18.1,6,0.1789,0.0,0.0402,0.0499,11.8439,0.0,4.9894,49.9029,0.0,0.0,4.53,3.57,0.96,None,0.007638692855834961,10.215,True,None,sfc_cache_p1_2,0,None,20.0,0.0,165.0,16,14,6,2,0,False,100.0,14.071428571428571,0.0,4.714285714285714,0.3828,1.0,0.0645,0.0441,2229.124175824176,2118.3241758241757,110.8,0.9766427361826319,0,0,9
0,1773076279.8754478,18.1,6,0.1789,0.0,0.0402,0.0499,11.8439,0.0,4.9894,49.9029,0.0,0.0,6.04,4.65,1.39,None,0.007638692855834961,8.99,True,None,sfc_unique_p1_2,0,None,20.0,0.0,165.0,16,14,6,2,0,False,100.0,14.071428571428571,0.0,4.714285714285714,0.3828,1.0,0.0645,0.0441,2229.124175824176,2118.3241758241757,110.8,0.9766427361826319,0,0,9
0,1773076279.9102712,18.1,7,0.187,0.0261,0.0464,0.0499,13.1755,2.6056,4.9894,45.0735,0.0,0.0,4.14,3.19,0.96,None,0.040891408920288086,9.715,True,None,sfc_cache_p2_2,0,None,28.33,0.0,198.0,19,16,6,2,0,False,100.0,13.083124999999999,0.64625,4.125,0.3623,0.0833,0.0625,0.0489,2265.1174431202603,2144.31744312026,120.8,0.9753414843577981,0,0,11
0,1773076279.9179661,18.1,7,0.187,0.0261,0.0464,0.0499,13.1755,2.6056,4.9894,45.0735,0.0,0.0,3.72,2.43,1.29,None,0.040891408920288086,9.512,True,None,sfc_unique_p2_2,0,None,28.33,0.0,198.0,19,16,6,2,0,False,100.0,13.083124999999999,0.64625,4.125,0.3623,0.0833,0.0625,0.0489,2265.1174431202603,2144.31744312026,120.8,0.9753414843577981,0,0,11
0,1773076279.9459648,18.2,8,0.2038,0.0261,0.0502,0.0499,15.4434,2.6056,4.9894,41.8824,0.0,0.0,6.53,4.94,1.59,None,0.08371257781982422,6.284,True,None,sfc_cache_p3_2,0,None,36.66,0.0,231.0,23,18,6,2,0,False,100.0,12.88888888888889,0.5744444444444444,3.6666666666666665,0.369,0.0833,0.0606,0.0555,2293.30812567714,2162.50812567714,130.8,0.9760012743371446,0,0,13
0,1773076279.9512236,18.2,8,0.2038,0.0261,0.0502,0.0499,15.4434,2.6056,4.9894,41.8824,0.0,0.0,6.54,5.16,1.39,None,0.08371257781982422,7.685,True,None,sfc_unique_p3_2,0,None,36.66,0.0,231.0,23,18,6,2,0,False,100.0,12.88888888888889,0.5744444444444444,3.6666666666666665,0.369,0.0833,0.0606,0.0555,2293.30812567714,2162.50812567714,130.8,0.9760012743371446,0,0,13
0,1773076279.9813185,18.2,9,0.2137,0.0487,0.0564,0.0499,15.4434,4.8735,4.9894,43.8974,0.0,0.0,6.22,4.63,1.59,None,0.1177067756652832,6.154,True,None,sfc_cache_p4_2,0,None,40.66,0.0,264.0,25,20,6,2,0,False,100.0,12.5,0.967,3.3,0.3977,0.0833,0.0588,0.0626,2324.4500541711814,2175.650054171181,148.8,0.9751135955155887,0,0,13
0,1773076279.9872024,18.2,9,0.2137,0.0487,0.0564,0.0499,15.4434,4.8735,4.9894,43.8974,0.0,0.0,6.92,4.36,2.56,None,0.1177067756652832,5.973,True,None,sfc_unique_p4_2,0,None,40.66,0.0,264.0,25,20,6,2,0,False,100.0,12.5,0.967,3.3,0.3977,0.0833,0.0588,0.0626,2324.4500541711814,2175.650054171181,148.8,0.9751135955155887,0,0,13
0,1773076280.0140154,18.2,10,0.2319,0.0487,0.0627,0.0499,16.4154,4.8735,4.9894,46.5116,0.0,0.0,6.75,5.16,1.59,None,0.15251636505126953,6.619,True,None,sfc_cache_p5_2,0,None,44.66,0.0,297.0,28,22,6,2,0,False,100.0,12.590909090909092,0.879090909090909,3.0,0.4238,0.0833,0.0571,0.0682,2351.8526234329056,2185.0526234329054,166.8,0.9747428818763066,0,0,13
