No.,timestamp,time_seconds,users,cpu_utilization,gpu_utilization,bandwidth_utilization,cache_utilization,network_cpu_utilization,network_gpu_utilization,network_cache_utilization,mobile_cpu_utilization,mobile_gpu_utilization,mobile_cache_utilization,latency,comp_latency,comm_latency,latency_diff,queue_time,decision_time_ms,success,fail_reason,sfc_id,recovery_time,sfc_recovered,cpu_saved,gpu_saved,cache_saved,shared_vnfs,running_sfcs,running_players,running_sessions,trascode_bw,crashing,acceptance_rate,cpu_per_flow,gpu_per_flow,cache_per_flow,jain_cpu,jain_gpu,jain_cache,jain_bw,server_energy_consumption,mobile_energy_consumption,total_energy_consumption,avg_sfc_reliability,high_risk_sfcs,medium_risk_sfcs,low_risk_sfcs
0,1772828703.1134484,0,1,0.0185,0.0336,0.0134,0.0249,1.9083,3.359,2.4947,0.0,0.0,0.0,3.32,2.37,0.95,None,0.0003097057342529297,24.328,True,None,sfc_cache_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,8.835,6.665,16.5,0.1495,0.1484,0.04,0.0304,2102.2571428571428,2092.2571428571428,10.0,0.8765459420666077,0,2,0
0,1772828703.114434,0.0,1,0.0185,0.0336,0.0134,0.0249,1.9083,3.359,2.4947,0.0,0.0,0.0,4.69,3.34,1.35,None,0.0003097057342529297,27.672,True,None,sfc_unique_p1_1,0,None,0.0,0.0,0.0,0,2,1,1,0,False,100.0,8.835,6.665,16.5,0.1495,0.1484,0.04,0.0304,2102.2571428571428,2092.2571428571428,10.0,0.8765459420666077,0,2,0
0,1772828703.1756735,0.1,2,0.0321,0.0563,0.0267,0.0249,3.3846,5.627,2.4947,0.0,0.0,0.0,3.32,2.37,0.95,None,0.06302952766418457,23.67,True,None,sfc_cache_p2_1,0,None,4.0,4.33,33.0,4,4,2,1,0,False,100.0,7.835,5.5825,8.25,0.1296,0.1212,0.0385,0.0304,2145.4035714285715,2125.4035714285715,20.0,0.8439982989815896,4,0,0
0,1772828703.1765168,0.1,2,0.0321,0.0563,0.0267,0.0249,3.3846,5.627,2.4947,0.0,0.0,0.0,4.69,3.34,1.35,None,0.06302952766418457,28.001,True,None,sfc_unique_p2_1,0,None,4.0,4.33,33.0,4,4,2,1,0,False,100.0,7.835,5.5825,8.25,0.1296,0.1212,0.0385,0.0304,2145.4035714285715,2125.4035714285715,20.0,0.8439982989815896,4,0,0
0,1772828703.2383964,0.1,3,0.0447,0.0789,0.0401,0.0249,4.8609,7.8949,2.4947,0.0,0.0,0.0,3.32,2.37,0.95,None,0.12534713745117188,23.83,True,None,sfc_cache_p3_1,0,None,8.0,8.66,66.0,8,6,3,1,0,False,100.0,7.501666666666666,5.221666666666667,5.5,0.1166,0.1094,0.037,0.0304,2172.402857142857,2142.402857142857,30.0,0.8122149954066064,6,0,0
0,1772828703.239508,0.1,3,0.0447,0.0789,0.0401,0.0249,4.8609,7.8949,2.4947,0.0,0.0,0.0,4.69,3.34,1.35,None,0.12534713745117188,27.849,True,None,sfc_unique_p3_1,0,None,8.0,8.66,66.0,8,6,3,1,0,False,100.0,7.501666666666666,5.221666666666667,5.5,0.1166,0.1094,0.037,0.0304,2172.402857142857,2142.402857142857,30.0,0.8122149954066064,6,0,0
0,1772828703.2994032,0.2,4,0.0565,0.1016,0.0548,0.0249,6.3372,10.1628,2.4947,0.0,0.0,0.0,3.32,2.37,0.95,None,0.18806886672973633,23.664,True,None,sfc_cache_p4_1,0,None,12.0,12.99,99.0,12,8,4,1,0,False,100.0,7.335,5.04125,4.125,0.107,0.1495,0.0357,0.0296,2215.6685714285713,2175.6685714285713,40.0,0.7816630637703759,8,0,0
0,1772828703.3003223,0.2,4,0.0565,0.1016,0.0548,0.0249,6.3372,10.1628,2.4947,0.0,0.0,0.0,4.73,3.34,1.38,None,0.18806886672973633,26.101,True,None,sfc_unique_p4_1,0,None,12.0,12.99,99.0,12,8,4,1,0,False,100.0,7.335,5.04125,4.125,0.107,0.1495,0.0357,0.0296,2215.6685714285713,2175.6685714285713,40.0,0.7816630637703759,8,0,0
0,1772828703.3488355,0.2,5,0.0684,0.1243,0.0696,0.0249,7.8135,12.4307,2.4947,0.0,0.0,0.0,3.32,2.37,0.95,None,0.2488858699798584,22.714,True,None,sfc_cache_p5_1,0,None,16.0,17.32,132.0,16,10,5,1,0,False,100.0,7.234999999999999,4.933,3.3,0.0993,0.1652,0.0345,0.0292,2247.125,2197.125,50.0,0.7519798140959232,10,0,0
0,1772828703.3493788,0.2,5,0.0684,0.1243,0.0696,0.0249,7.8135,12.4307,2.4947,0.0,0.0,0.0,4.73,3.34,1.38,None,0.2488858699798584,17.184,True,None,sfc_unique_p5_1,0,None,16.0,17.32,132.0,16,10,5,1,0,False,100.0,7.234999999999999,4.933,3.3,0.0993,0.1652,0.0345,0.0292,2247.125,2197.125,50.0,0.7519798140959232,10,0,0
