timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772828698.0404172;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;80.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;320.00;310.00;0.00
1772828698.041347;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;80.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;80.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;320.00;310.00;0.00
1772828698.100176;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;160.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;470.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;320.00;620.00;310.00
1772828698.10096;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;160.00;300.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;470.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;300.00;320.00;620.00;310.00
1772828698.1599202;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;400.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;710.00;0.00;0.00;0.00;0.00;0.00;0.00;320.00;0.00;600.00;320.00;780.00;310.00
1772828698.1607742;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;400.00;600.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;710.00;0.00;0.00;0.00;0.00;0.00;0.00;320.00;0.00;600.00;320.00;780.00;310.00
1772828698.2173874;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;640.00;900.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;950.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;0.00;900.00;320.00;940.00;310.00
1772828698.2179275;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;640.00;900.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;950.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;0.00;900.00;320.00;940.00;310.00
1772828698.2523544;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;880.00;1200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;1190.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;1200.00;320.00;1100.00;310.00
1772828698.2528734;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;880.00;1200.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;1190.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;1200.00;320.00;1100.00;310.00
1772828698.2864337;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;1430.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;1500.00;320.00;1580.00;310.00
1772828698.2869558;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;310.00;1430.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;1500.00;320.00;1580.00;310.00
1772828715.0719004;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;572.33;0.00;0.00;0.00;0.00;310.00;1430.00;310.00;0.00;0.00;0.00;0.00;0.00;960.00;460.00;1500.00;320.00;1580.00;310.00
1772828715.0729315;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;572.33;0.00;0.00;0.00;0.00;310.00;1430.00;310.00;0.00;0.00;0.00;0.00;0.00;960.00;460.00;1500.00;320.00;1580.00;310.00
1772828715.1289015;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;1144.66;0.00;0.00;0.00;0.00;310.00;1430.00;620.00;0.00;0.00;0.00;0.00;0.00;960.00;920.00;1500.00;320.00;1580.00;310.00
1772828715.1298993;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;582.00;1120.00;1500.00;0.00;0.00;0.00;1144.66;0.00;0.00;0.00;0.00;310.00;1430.00;620.00;0.00;0.00;0.00;0.00;0.00;960.00;920.00;1500.00;320.00;1580.00;310.00
