timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772828645.4544334;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;540.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;0.00;300.00;0.00;0.00;0.00
1772828645.4553795;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;540.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;0.00;300.00;0.00;0.00;0.00
1772828645.5142102;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;1080.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;600.00;0.00;0.00;0.00
1772828645.5149598;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;1080.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;0.00;600.00;0.00;0.00;0.00
1772828645.5781107;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;160.00;1470.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;1120.00;0.00;750.00;0.00;150.00;310.00
1772828645.5791323;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;160.00;1470.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;0.00;0.00;1120.00;0.00;750.00;0.00;150.00;310.00
1772828645.6571724;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;160.00;1700.00;310.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;320.00;0.00;1280.00;0.00;1050.00;0.00;150.00;310.00
1772828645.658298;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;160.00;1700.00;310.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;320.00;0.00;1280.00;0.00;1050.00;0.00;150.00;310.00
1772828645.7366722;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;160.00;1930.00;620.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;640.00;0.00;1440.00;0.00;1350.00;0.00;150.00;310.00
1772828645.7378244;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;160.00;1930.00;620.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;640.00;0.00;1440.00;0.00;1350.00;0.00;150.00;310.00
1772828645.8148577;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;960.00;0.00;1600.00;0.00;1650.00;0.00;150.00;310.00
1772828645.8161526;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;150.00;0.00;0.00;0.00;0.00;960.00;0.00;1600.00;0.00;1650.00;0.00;150.00;310.00
1772828666.491778;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;300.00;240.00;0.00;0.00;0.00;0.00;150.00;540.00;0.00;0.00;480.00;960.00;0.00;1600.00;300.00;1650.00;0.00;150.00;310.00
1772828666.4927995;0.00;0.00;0.00;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;300.00;240.00;0.00;0.00;0.00;0.00;150.00;540.00;0.00;0.00;480.00;960.00;0.00;1600.00;300.00;1650.00;0.00;150.00;310.00
1772828666.5490677;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;600.00;480.00;0.00;0.00;0.00;0.00;150.00;1010.00;0.00;0.00;800.00;960.00;0.00;1600.00;600.00;1650.00;0.00;150.00;310.00
1772828666.5500948;0.00;0.00;0.00;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;600.00;480.00;0.00;0.00;0.00;0.00;150.00;1010.00;0.00;0.00;800.00;960.00;0.00;1600.00;600.00;1650.00;0.00;150.00;310.00
1772828666.6070132;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;900.00;720.00;0.00;0.00;0.00;0.00;150.00;1480.00;0.00;0.00;1120.00;960.00;0.00;1600.00;900.00;1650.00;0.00;150.00;310.00
1772828666.6084788;0.00;0.00;0.00;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;900.00;720.00;0.00;0.00;0.00;0.00;150.00;1480.00;0.00;0.00;1120.00;960.00;0.00;1600.00;900.00;1650.00;0.00;150.00;310.00
1772828666.7614343;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1200.00;960.00;0.00;0.00;0.00;0.00;150.00;1950.00;0.00;0.00;1440.00;960.00;0.00;1600.00;1200.00;1650.00;0.00;150.00;310.00
1772828666.7626145;0.00;0.00;0.00;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1200.00;960.00;0.00;0.00;0.00;0.00;150.00;1950.00;0.00;0.00;1440.00;960.00;0.00;1600.00;1200.00;1650.00;0.00;150.00;310.00
1772828666.8197992;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1500.00;1200.00;0.00;0.00;0.00;0.00;150.00;2420.00;0.00;0.00;1760.00;960.00;0.00;1600.00;1500.00;1650.00;0.00;150.00;310.00
1772828666.8209739;0.00;0.00;0.00;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1500.00;1200.00;0.00;0.00;0.00;0.00;150.00;2420.00;0.00;0.00;1760.00;960.00;0.00;1600.00;1500.00;1650.00;0.00;150.00;310.00
1772828666.8762238;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;0.00;0.00;0.00;150.00;2420.00;0.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;0.00;150.00;310.00
1772828666.8774161;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;0.00;0.00;0.00;150.00;2420.00;0.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;0.00;150.00;310.00
1772828697.5380287;0.00;0.00;0.00;0.00;0.00;0.00;97.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;240.00;300.00;0.00;150.00;2420.00;480.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;300.00;150.00;310.00
1772828697.5393815;0.00;0.00;0.00;0.00;0.00;0.00;97.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;240.00;300.00;0.00;150.00;2420.00;480.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;300.00;150.00;310.00
1772828697.5956964;0.00;0.00;0.00;0.00;0.00;0.00;194.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;480.00;600.00;0.00;150.00;2420.00;960.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;600.00;150.00;310.00
1772828697.5969965;0.00;0.00;0.00;0.00;0.00;0.00;194.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;480.00;600.00;0.00;150.00;2420.00;960.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;600.00;150.00;310.00
1772828697.654078;0.00;0.00;0.00;0.00;0.00;0.00;291.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;720.00;900.00;0.00;150.00;2420.00;1440.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;900.00;150.00;310.00
1772828697.6555111;0.00;0.00;0.00;0.00;0.00;0.00;291.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;160.00;2160.00;930.00;0.00;0.00;1650.00;1360.00;230.00;720.00;900.00;0.00;150.00;2420.00;1440.00;160.00;2134.67;960.00;0.00;1600.00;1650.00;1650.00;900.00;150.00;310.00
