crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_before,latency_after,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
0,sfc_unique_p5_19,True,False,N/A,1.0548098743039098,1.45,0.39519012569609013,0.04709172248840332,N/A,0.39519012569609013,-21.0,High,Slow Recover
0,sfc_unique_p2_16,True,False,N/A,0.9006714909241313,1.57,0.6693285090758687,0.09280204772949219,N/A,0.6693285090758687,-21.0,High,Slow Recover
0,sfc_cache_p6_19,True,False,N/A,1.8037712195759756,2.61,0.8062287804240242,0.136063814163208,N/A,0.8062287804240242,-10.0,High,Slow Recover
0,sfc_cache_p4_17,True,False,N/A,3.9336119740145685,3.04,-0.8936119740145685,0.18042802810668945,N/A,-0.8936119740145685,-10.0,High,Slow Recover
0,sfc_cache_p1_16,True,False,N/A,1.5217321604575793,3.36,1.8382678395424206,0.22381114959716797,N/A,1.8382678395424206,-10.0,High,Slow Recover
1,sfc_unique_p4_21,True,False,N/A,5.445836544475197,1.77,-3.6758365444751973,0.056459665298461914,N/A,-3.6758365444751973,-21.0,High,Slow Recover
1,sfc_unique_p3_23,True,False,N/A,1.5923375148702845,1.54,-0.052337514870284485,0.1106572151184082,N/A,-0.052337514870284485,-21.0,High,Slow Recover
1,sfc_unique_p3_21,True,False,N/A,4.6351906769051245,2.12,-2.5151906769051244,0.16690897941589355,N/A,-2.5151906769051244,-21.0,High,Slow Recover
1,sfc_unique_p2_24,True,False,N/A,2.377698656209065,1.56,-0.8176986562090649,0.21927285194396973,N/A,-0.8176986562090649,-21.0,High,Slow Recover
1,sfc_cache_p6_24,True,False,N/A,4.149489305975405,1.89,-2.2594893059754053,0.27280259132385254,N/A,-2.2594893059754053,-6.0,High,Slow Recover
1,sfc_cache_p5_21,True,False,N/A,4.714032863410845,2.08,-2.6340328634108445,0.3245513439178467,N/A,-2.6340328634108445,-10.0,High,Slow Recover
2,sfc_cache_p2_32,True,False,N/A,2.1977541260761946,2.22,0.022245873923805615,0.1909956932067871,N/A,0.022245873923805615,-10.0,High,Slow Recover
2,sfc_cache_p1_32,True,False,N/A,2.0834691717137677,2.55,0.46653082828623216,0.24934172630310059,N/A,0.46653082828623216,-5.67,High,Slow Recover
