crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772831044.2967193,2,5,0,5,0,1.9180,0.0000,10.00,0.0000
1,1772831164.2962193,2,1,0,1,0,1.5656,0.0000,2.27,0.0000
2,1772831284.296686,2,3,0,3,0,2.2319,0.0000,7.50,0.0000
