crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772831115.7004552,2,20,0,0,20,2.5829,0.0000,37.04,0.0000
1,1772831235.7000542,2,19,0,19,0,3.7759,0.0000,38.00,0.0000
2,1772831355.6977384,2,3,0,3,0,2.1647,0.0000,8.82,0.0000
