Wall time,Step,Value
1762338952.1335163,49000,-6.971558094024658
1762338958.7018576,50000,5.842156887054443
1762338963.7599363,51000,-4.925578594207764
1762338970.872218,52000,-0.33631402254104614
1762338975.6269162,53000,2.2709500789642334
1762338982.6568496,54000,-2.239783763885498
1762338987.4932537,55000,-0.6601037383079529
1762338994.7244067,56000,5.548598766326904
1762338999.5849605,57000,9.379227638244629
1762339006.9024832,58000,2.479267120361328
1762339011.8241155,59000,-4.496688365936279
1762339018.9008622,60000,-0.8025734424591064
1762339024.6469307,61000,4.143940448760986
1762339032.0827858,62000,-7.472879886627197
1762339037.8642612,63000,13.129429817199707
1762339046.0315213,64000,-3.4881093502044678
1762339051.9224806,65000,5.560919761657715
1762339060.1197627,66000,-0.5487995147705078
1762339065.7047176,67000,4.866727828979492
1762339073.3380835,68000,5.64355993270874
1762339079.631784,69000,11.547935485839844
1762339088.5313532,70000,7.48555850982666
1762339094.1175265,71000,10.539498329162598
1762339103.188894,72000,-3.7751193046569824
1762339108.7215111,73000,-7.239034175872803
1762339116.9292336,74000,-1.1303802728652954
1762339122.7383306,75000,9.37098503112793
1762339131.0123885,76000,1.177907109260559
1762339136.6423147,77000,5.0098772048950195
1762339144.691808,78000,6.002115249633789
1762339150.6799164,79000,1.3925197124481201
1762339158.900011,80000,4.89742374420166
1762339164.4724338,81000,7.9211225509643555
1762339173.3904014,82000,10.344000816345215
1762339179.7304127,83000,-5.908717632293701
1762339188.424266,84000,-4.793493747711182
1762339194.2676804,85000,10.366518020629883
1762339200.7672846,86000,-1.0882996320724487
1762339209.2718182,87000,-1.122235655784607
1762339214.4796884,88000,1.1221320629119873
1762339222.8826466,89000,5.577714920043945
1762339228.2228286,90000,-7.854619979858398
1762339236.5038745,91000,1.669535756111145
1762339242.1842425,92000,1.7692419290542603
1762339250.5942736,93000,0.9232854247093201
1762339256.2275732,94000,10.606805801391602
1762339264.611208,95000,1.9810004234313965
1762339270.0507135,96000,4.691675186157227
1762339278.6389804,97000,5.6529717445373535
1762339284.2062986,98000,13.15518856048584
1762339292.6264277,99000,-0.33420315384864807
1762339298.4236023,100000,7.319328308105469
1762339306.9591606,101000,-0.31022700667381287
1762339312.6592884,102000,1.3309868574142456
1762339321.6561458,103000,8.121318817138672
1762339327.7401776,104000,-4.940468788146973
1762339336.550474,105000,12.065350532531738
1762339341.7956629,106000,9.82308578491211
1762339350.5590117,107000,11.575911521911621
1762339356.5200977,108000,-0.378223180770874
1762339365.250182,109000,11.772419929504395
1762339371.070712,110000,5.813925266265869
1762339379.1477232,111000,-3.127638816833496
1762339385.1957064,112000,9.744516372680664
1762339393.089953,113000,-3.0626776218414307
1762339398.8976574,114000,9.650906562805176
1762339406.9423144,115000,13.470874786376953
1762339412.760733,116000,11.509249687194824
1762339421.3678458,117000,2.982665538787842
1762339427.3321657,118000,5.545759201049805
1762339435.1483502,119000,-0.4063456654548645
1762339441.3902795,120000,2.078813076019287
1762339449.678384,121000,0.30389147996902466
1762339455.7200894,122000,11.552286148071289
1762339463.9660735,123000,4.707377910614014
1762339469.9188967,124000,3.313910484313965
1762339478.1260762,125000,-0.059189699590206146
1762339483.7621408,126000,1.01170015335083
1762339491.8548863,127000,-5.7778730392456055
1762339498.1787734,128000,7.345062732696533
1762339503.5150592,129000,7.023068904876709
1762339511.7983263,130000,14.045578002929688
1762339517.6062326,131000,5.590527534484863
1762339525.937101,132000,0.29187801480293274
1762339531.6198988,133000,-0.7113906741142273
1762339539.9392815,134000,8.299025535583496
1762339545.367457,135000,6.414895534515381
1762339553.919802,136000,8.260502815246582
1762339559.1252983,137000,9.161429405212402
1762339567.6460197,138000,6.051229000091553
1762339573.3389359,139000,9.740970611572266
1762339581.6434946,140000,14.854391098022461
1762339587.1809993,141000,8.637328147888184
1762339595.3620656,142000,1.4839142560958862
1762339600.9170017,143000,2.6305508613586426
1762339609.3470743,144000,2.7372047901153564
1762339614.887333,145000,9.835553169250488
1762339623.2256207,146000,-1.2509845495224
1762339629.3882086,147000,-0.45178088545799255
1762339637.522054,148000,13.68932819366455
1762339643.2213478,149000,17.566648483276367
1762339650.0429432,150000,4.97088098526001
1762339654.8159914,151000,6.600708484649658
