crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829106.6718879,2,31,0,31,0,3.4757,0.0000,172.22,0.0000
1,1772829226.6676743,2,4,4,0,0,10.1303,0.0000,8.33,0.0000
2,1772829346.6669068,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
