crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_before,latency_after,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
0,sfc_unique_p4_17,True,False,N/A,2.4212618044760053,6.44,4.018738195523995,0.06827378273010254,N/A,4.018738195523995,-21.0,High,Slow Recover
0,sfc_unique_p3_15,True,False,N/A,6.490612419038383,3.44,-3.050612419038383,0.1368865966796875,N/A,-3.050612419038383,-21.0,High,Slow Recover
0,sfc_unique_p2_15,True,False,N/A,6.490612419038383,4.48,-2.0106124190383827,0.20390057563781738,N/A,-2.0106124190383827,-21.0,High,Slow Recover
0,sfc_unique_p1_15,True,False,N/A,6.490612419038383,4.38,-2.1106124190383833,0.27036118507385254,N/A,-2.1106124190383833,-21.0,High,Slow Recover
0,sfc_cache_p6_20,True,False,N/A,3.853098379391058,4.69,0.8369016206089426,0.34313130378723145,N/A,0.8369016206089426,-10.0,High,Slow Recover
0,sfc_cache_p6_15,True,False,N/A,6.067611537348517,4.45,-1.617611537348517,0.4269559383392334,N/A,-1.617611537348517,-1.67,High,Slow Recover
0,sfc_cache_p5_20,True,False,N/A,3.352656016709345,5.01,1.6573439832906547,0.5113983154296875,N/A,1.6573439832906547,-10.0,High,Slow Recover
0,sfc_cache_p5_15,True,False,N/A,6.067611537348517,5.07,-0.9976115373485168,0.7127435207366943,N/A,-0.9976115373485168,-6.0,High,Slow Recover
0,sfc_cache_p4_20,True,False,N/A,3.352656016709345,7.03,3.677343983290655,0.7695639133453369,N/A,3.677343983290655,-10.0,High,Slow Recover
0,sfc_cache_p3_21,False,False,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,High,Failed
0,sfc_cache_p3_20,False,False,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,High,Failed
0,sfc_cache_p2_20,False,False,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,High,Failed
0,sfc_cache_p1_20,False,False,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,High,Failed
1,sfc_cache_p6_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.06487202644348145,N/A,0.11008229645193346,-10.0,High,Slow Recover
1,sfc_cache_p5_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.13205742835998535,N/A,0.11008229645193346,-1.67,High,Slow Recover
1,sfc_cache_p4_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.19894647598266602,N/A,0.11008229645193346,-1.67,High,Slow Recover
1,sfc_cache_p3_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.2657184600830078,N/A,0.11008229645193346,-1.67,High,Slow Recover
1,sfc_cache_p2_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.3314328193664551,N/A,0.11008229645193346,-1.67,High,Slow Recover
1,sfc_cache_p1_26,True,False,N/A,3.8799177035480668,3.99,0.11008229645193346,0.3971126079559326,N/A,0.11008229645193346,-1.67,High,Slow Recover
2,sfc_unique_p6_31,True,False,N/A,4.972444794114176,6.44,1.4675552058858248,0.07707381248474121,N/A,1.4675552058858248,-21.0,High,Slow Recover
2,sfc_unique_p2_32,True,False,N/A,4.391709088919635,4.32,-0.07170908891963457,0.15428709983825684,N/A,-0.07170908891963457,-21.0,High,Slow Recover
2,sfc_cache_p6_32,True,False,N/A,4.321100326543002,2.98,-1.341100326543002,0.22993683815002441,N/A,-1.341100326543002,-1.67,High,Slow Recover
2,sfc_cache_p5_32,True,False,N/A,4.321100326543002,2.98,-1.341100326543002,0.30634570121765137,N/A,-1.341100326543002,-1.67,High,Slow Recover
2,sfc_cache_p4_32,True,False,N/A,3.7306798146897155,2.98,-0.7506798146897156,0.38294172286987305,N/A,-0.7506798146897156,-6.0,High,Slow Recover
2,sfc_cache_p4_31,True,False,N/A,3.938300516099114,4.4,0.46169948390088633,0.4591705799102783,N/A,0.46169948390088633,-1.67,High,Slow Recover
2,sfc_cache_p3_32,True,False,N/A,3.6233701748029996,2.79,-0.8333701748029996,0.6852860450744629,N/A,-0.8333701748029996,-6.0,High,Slow Recover
2,sfc_cache_p2_28,True,False,N/A,4.389332815346945,2.36,-2.029332815346945,0.7845902442932129,N/A,-2.029332815346945,-10.0,High,Slow Recover
2,sfc_cache_p1_32,True,False,N/A,3.136926070705825,3.28,0.14307392929417473,0.8913116455078125,N/A,0.14307392929417473,-10.0,High,Slow Recover
2,sfc_cache_p1_28,True,False,N/A,4.016415063570976,2.38,-1.6364150635709764,0.9657478332519531,N/A,-1.6364150635709764,-10.0,High,Slow Recover
