crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829083.0310092,2,7,7,0,0,5.9006,0.0000,26.92,0.0000
1,1772829203.0308514,2,14,14,0,0,5.4270,0.0000,30.43,0.0000
2,1772829323.0315113,2,9,9,0,0,7.1540,0.0000,34.62,0.0000
