crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829119.9331143,2,8,0,8,0,5.0568,0.0000,16.67,0.0000
1,1772829239.9328196,2,7,7,0,0,7.9409,0.0000,16.67,0.0000
2,1772829359.9336836,2,14,0,14,0,5.0110,0.0000,31.82,0.0000
