crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829092.6888402,2,14,14,0,0,3.0764,0.0000,53.85,0.0000
1,1772829212.6878827,2,10,10,0,0,5.4243,0.0000,29.41,0.0000
2,1772829332.6866674,2,6,6,0,0,6.7706,0.0000,10.00,0.0000
