crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_before,latency_after,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
0,sfc_unique_p6_14,True,False,N/A,6.492654287002624,4.75,-1.7426542870026243,0.06552886962890625,N/A,-1.7426542870026243,-21.0,High,Slow Recover
0,sfc_unique_p5_14,True,False,N/A,7.972252856636924,4.75,-3.222252856636924,0.13071370124816895,N/A,-3.222252856636924,-21.0,High,Slow Recover
0,sfc_unique_p3_19,True,False,N/A,6.383848972977095,10.98,4.596151027022906,0.31940770149230957,N/A,4.596151027022906,-21.0,High,Slow Recover
0,sfc_unique_p3_14,True,False,N/A,6.135441078899509,8.43,2.2945589211004904,0.385176420211792,N/A,2.2945589211004904,-21.0,High,Slow Recover
0,sfc_cache_p2_19,True,False,N/A,3.617238088280999,4.32,0.7027619117190014,0.4493412971496582,N/A,0.7027619117190014,-10.0,High,Slow Recover
0,sfc_cache_p2_14,True,False,N/A,4.224490511503776,3.72,-0.5044905115037754,0.5351440906524658,N/A,-0.5044905115037754,-5.67,High,Slow Recover
0,sfc_cache_p1_19,True,False,N/A,4.519523314188008,4.02,-0.499523314188008,0.6367592811584473,N/A,-0.499523314188008,-10.0,High,Slow Recover
1,sfc_unique_p1_23,True,False,N/A,5.397931500940301,7.16,1.7620684990596995,0.06033134460449219,N/A,1.7620684990596995,-21.0,High,Slow Recover
1,sfc_cache_p4_21,True,False,N/A,4.355295750324602,4.08,-0.2752957503246023,0.11040902137756348,N/A,-0.2752957503246023,-1.67,High,Slow Recover
1,sfc_cache_p3_23,True,False,N/A,4.127870552108474,4.12,-0.007870552108474094,0.16159820556640625,N/A,-0.007870552108474094,-10.0,High,Slow Recover
1,sfc_cache_p2_23,True,False,N/A,3.889322916490058,3.9,0.010677083509941898,0.2126295566558838,N/A,0.010677083509941898,-10.0,High,Slow Recover
1,sfc_cache_p2_21,True,False,N/A,4.082707821530983,4.44,0.3572921784690175,0.2616689205169678,N/A,0.3572921784690175,-10.0,High,Slow Recover
2,sfc_unique_p5_28,True,False,N/A,8.626973669954305,4.99,-3.6369736699543047,0.05093574523925781,N/A,-3.6369736699543047,-21.0,High,Slow Recover
