crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829121.9706097,2,12,0,0,12,4.5569,0.0000,33.33,0.0000
1,1772829241.969545,2,3,0,0,3,4.7719,0.0000,6.82,0.0000
2,1772829361.972371,2,15,0,15,0,6.4158,0.0000,107.14,0.0000
