crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_before,latency_after,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
0,sfc_unique_p3_17,True,False,N/A,9.204017191563956,8.27,-0.9340171915639566,0.014459609985351562,N/A,-0.9340171915639566,-21.0,High,Slow Recover
0,sfc_cache_p6_20,True,False,N/A,6.253947269209007,4.95,-1.303947269209007,0.028149127960205078,N/A,-1.303947269209007,-10.0,High,Slow Recover
0,sfc_cache_p5_20,True,False,N/A,4.831725046986785,4.96,0.12827495301321523,0.042514801025390625,N/A,0.12827495301321523,-6.0,High,Slow Recover
0,sfc_cache_p4_20,True,False,N/A,5.365058380320118,4.95,-0.41505838032011777,0.05678272247314453,N/A,-0.41505838032011777,-6.0,High,Slow Recover
0,sfc_cache_p3_20,True,False,N/A,5.365058380320118,5.48,0.11494161967988248,0.07166385650634766,N/A,0.11494161967988248,-6.0,High,Slow Recover
0,sfc_cache_p2_20,True,False,N/A,2.828597920100103,5.48,2.6514020798998974,0.08657455444335938,N/A,2.6514020798998974,-6.0,High,Slow Recover
0,sfc_cache_p1_20,True,False,N/A,5.365058380320118,4.95,-0.41505838032011777,0.10131502151489258,N/A,-0.41505838032011777,-6.0,High,Slow Recover
1,sfc_unique_p3_23,True,False,N/A,7.874214332647939,9.69,1.8157856673520607,0.02805924415588379,N/A,1.8157856673520607,-21.0,High,Slow Recover
1,sfc_cache_p6_22,True,False,N/A,6.031387815153809,7.14,1.1086121848461907,0.05447077751159668,N/A,1.1086121848461907,-10.0,High,Slow Recover
1,sfc_cache_p5_22,True,False,N/A,6.564721148487142,7.14,0.5752788515128575,0.08248209953308105,N/A,0.5752788515128575,-6.0,High,Slow Recover
1,sfc_cache_p4_22,True,False,N/A,6.564721148487142,7.14,0.5752788515128575,0.22988438606262207,N/A,0.5752788515128575,-6.0,High,Slow Recover
1,sfc_cache_p3_22,True,False,N/A,6.031387815153809,6.6,0.5686121848461907,0.25806570053100586,N/A,0.5686121848461907,-6.0,High,Slow Recover
1,sfc_cache_p2_22,True,False,N/A,7.453610037376031,6.6,-0.8536100373760309,0.2863924503326416,N/A,-0.8536100373760309,-6.0,High,Slow Recover
1,sfc_cache_p1_22,True,False,N/A,6.564721148487142,6.6,0.03527885151285748,0.3146073818206787,N/A,0.03527885151285748,-6.0,High,Slow Recover
2,sfc_unique_p2_27,True,False,N/A,10.02134194797412,5.49,-4.53134194797412,0.15500187873840332,N/A,-4.53134194797412,-21.0,High,Slow Recover
2,sfc_cache_p6_31,True,False,N/A,6.455949122996057,7.27,0.8140508770039423,0.18182730674743652,N/A,0.8140508770039423,-10.0,High,Slow Recover
2,sfc_cache_p5_31,True,False,N/A,5.567060234107169,7.27,1.7029397658928307,0.2104203701019287,N/A,1.7029397658928307,-6.0,High,Slow Recover
2,sfc_cache_p4_31,True,False,N/A,5.033726900773836,7.27,2.236273099226164,0.23910284042358398,N/A,2.236273099226164,-6.0,High,Slow Recover
2,sfc_cache_p3_31,True,False,N/A,5.567060234107169,6.38,0.812939765892831,0.2682793140411377,N/A,0.812939765892831,-6.0,High,Slow Recover
2,sfc_cache_p2_31,True,False,N/A,6.455949122996057,5.85,-0.6059491229960576,0.29750561714172363,N/A,-0.6059491229960576,-6.0,High,Slow Recover
2,sfc_cache_p1_31,True,False,N/A,5.033726900773836,7.27,2.236273099226164,0.32683753967285156,N/A,2.236273099226164,-6.0,High,Slow Recover
