crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772829984.6240256,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
1,1772830104.624004,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1772830224.6243906,2,3,0,0,3,8.8114,0.0000,4.55,0.0000
