crash_trial,sfc_id,recover_success,backup_success,backup_efficient,latency_before,latency_after,latency_diff,time_to_recover,vnf_id,latency_degrad,resource_degrad,risk_level,final_status
1,sfc_cache_p6_19,True,False,N/A,6.244278379396183,6.25,0.005721620603816646,0.02500462532043457,N/A,0.005721620603816646,-10.0,High,Slow Recover
1,sfc_cache_p5_19,True,False,N/A,5.355389490507294,5.93,0.5746105094927056,0.05130887031555176,N/A,0.5746105094927056,-6.0,High,Slow Recover
1,sfc_cache_p4_19,True,False,N/A,5.110913839237363,5.72,0.6090861607626366,0.07679057121276855,N/A,0.6090861607626366,-6.0,High,Slow Recover
1,sfc_cache_p3_19,True,False,N/A,5.110913839237363,6.25,1.1390861607626368,0.10244035720825195,N/A,1.1390861607626368,-6.0,High,Slow Recover
1,sfc_cache_p2_23,True,False,N/A,5.355389490507294,5.72,0.3646105094927057,0.12929534912109375,N/A,0.3646105094927057,-10.0,High,Slow Recover
1,sfc_cache_p2_19,True,False,N/A,5.355389490507294,6.25,0.8946105094927059,0.1565723419189453,N/A,0.8946105094927059,-6.0,High,Slow Recover
1,sfc_cache_p1_23,True,False,N/A,5.355389490507294,7.14,1.7846105094927056,0.18280243873596191,N/A,1.7846105094927056,-6.0,High,Slow Recover
1,sfc_cache_p1_19,True,False,N/A,4.822056157173961,7.14,2.317943842826039,0.20991182327270508,N/A,2.317943842826039,-6.0,High,Slow Recover
2,sfc_cache_p6_29,True,False,N/A,5.400168899679962,4.17,-1.2301688996799625,0.08855819702148438,N/A,-1.2301688996799625,-10.0,High,Slow Recover
2,sfc_cache_p5_29,True,False,N/A,5.139172153647045,5.81,0.6708278463529549,0.10782551765441895,N/A,0.6708278463529549,-6.0,High,Slow Recover
2,sfc_cache_p4_29,True,False,N/A,4.6947277092026,6.02,1.3252722907973995,0.12734651565551758,N/A,1.3252722907973995,-1.67,High,Slow Recover
2,sfc_cache_p3_29,True,False,N/A,3.989286518725238,7.23,3.240713481274762,0.14689040184020996,N/A,3.240713481274762,-6.0,High,Slow Recover
2,sfc_cache_p2_29,True,False,N/A,3.989286518725238,5.81,1.8207134812747614,0.16678690910339355,N/A,1.8207134812747614,-6.0,High,Slow Recover
2,sfc_cache_p1_29,True,False,N/A,3.989286518725238,6.34,2.3507134812747617,0.1867532730102539,N/A,2.3507134812747617,-6.0,High,Slow Recover
