crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772830055.996358,2,2,0,2,0,13.7559,0.0000,5.00,0.0000
1,1772830175.9964533,2,1,0,1,0,18.1083,0.0000,1.72,0.0000
2,1772830295.9963672,2,2,0,2,0,10.5781,0.0000,3.57,0.0000
