crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772830043.9673114,2,1,0,1,0,15.5098,0.0000,1.22,0.0000
1,1772830163.9674654,2,2,0,2,0,10.0532,0.0000,3.85,0.0000
2,1772830283.9673123,2,1,0,1,0,10.6075,0.0000,1.79,0.0000
