crash_trial,timestamp,nodes_crashed_count,total_affected_sfcs,affected_by_high_risk_node,affected_by_med_risk_node,affected_by_low_risk_node,avg_latency_before,avg_latency_after,affected_percentage,avg_latency_diff
0,1772830126.7537081,2,6,0,0,6,7.5708,0.0000,8.33,0.0000
1,1772830246.752937,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
2,1772830366.7529302,2,0,0,0,0,0.0000,0.0000,0.00,0.0000
