timestamp,(0,34);(14,17);(25,24);(8,13);(8,22);(14,10);(14,11);(28,27);(28,29);(28,30);(2,3);(2,32);(5,4);(9,12);(23,15);(23,19);(23,20);(18,21);(6,7);(2,16);(25,26);(33,1);(33,31);(34,9);(9,18);(18,2);(2,5);(5,23);(23,25);(25,28);(28,14);(14,8);(8,6);(6,33);(33,34);(25,25.1);(8,8.1);(14,14.1);(28,28.1);(2,2.1);(5,5.1);(9,9.1);(23,23.1);(18,18.1);(6,6.1);(33,33.1);(34,34.1)
1772827684.6768913;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;470.00;310.00;310.00;0.00;230.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;320.00;460.00
1772827684.6774147;0.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;470.00;310.00;310.00;0.00;230.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;160.00;320.00;460.00
1772827684.694173;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;940.00;620.00;620.00;0.00;342.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;760.00
1772827684.6945593;0.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;940.00;620.00;620.00;0.00;342.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;760.00
1772827684.7113218;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1410.00;930.00;930.00;0.00;774.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1060.00
1772827684.7117534;0.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1410.00;930.00;930.00;0.00;774.66;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1060.00
1772827684.72867;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1880.00;1240.00;1240.00;0.00;1206.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1360.00
1772827684.7291224;0.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1880.00;1240.00;1240.00;0.00;1206.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1360.00
1772827684.745909;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2350.00;1550.00;1540.00;0.00;1639.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1660.00
1772827684.7463408;0.00;0.00;0.00;0.00;485.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2350.00;1550.00;1540.00;0.00;1639.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1660.00
1772827684.7687993;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2820.00;1860.00;1840.00;0.00;2071.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1960.00
1772827684.7697089;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2820.00;1860.00;1840.00;0.00;2071.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;640.00;320.00;1960.00
1772827707.823547;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;300.00;3120.00;2160.00;1840.00;0.00;2071.65;540.00;480.00;0.00;0.00;0.00;0.00;0.00;640.00;620.00;1960.00
1772827707.8241336;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;97.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;240.00;300.00;3120.00;2160.00;1840.00;0.00;2071.65;540.00;480.00;0.00;0.00;0.00;0.00;0.00;640.00;620.00;1960.00
1772827707.8419569;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;600.00;3420.00;2460.00;1840.00;0.00;2071.65;850.00;960.00;0.00;0.00;0.00;0.00;0.00;640.00;920.00;1960.00
1772827707.8425696;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;194.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;480.00;600.00;3420.00;2460.00;1840.00;0.00;2071.65;850.00;960.00;0.00;0.00;0.00;0.00;0.00;640.00;920.00;1960.00
1772827707.860077;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;720.00;900.00;3720.00;2760.00;1840.00;0.00;2071.65;1160.00;1440.00;0.00;0.00;0.00;0.00;0.00;640.00;1220.00;1960.00
1772827707.8608215;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;291.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;720.00;900.00;3720.00;2760.00;1840.00;0.00;2071.65;1160.00;1440.00;0.00;0.00;0.00;0.00;0.00;640.00;1220.00;1960.00
1772827707.8799968;0.00;0.00;0.00;0.00;582.00;0.00;0.00;0.00;388.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;960.00;1200.00;4020.00;3060.00;1840.00;0.00;2071.65;1470.00;1920.00;0.00;0.00;0.00;0.00;0.00;640.00;1520.00;1960.00
